DATAFLOW,LAST UPDATE,freq,unit,mot_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DE,2018,1129025,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DE,2019,1230267,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DE,2020,949336,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DE,2021,691261,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2013,57435,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2014,59545,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2015,64203,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2016,80216,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2017,77493,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2018,72475,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2019,60475,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2020,46295,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,DK,2021,26648,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2013,7345,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2014,7726,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2015,6949,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2016,6393,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2017,6409,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2018,6527,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2019,6414,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2020,5123,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EE,2021,5242,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,EL,2021,75989,e
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2014,590360,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2015,658757,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2016,666388,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2017,621406,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2018,496303,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2019,391144,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2020,282099,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ES,2021,215733,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2013,38697,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2014,41404,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2015,38844,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2016,39556,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2017,36216,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2018,29071,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2019,22022,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2020,14567,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FI,2021,11252,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2013,1182129,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2014,1129453,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2015,1089403,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2016,1032695,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2017,979495,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2018,827499,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2019,747934,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2020,521065,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,FR,2021,383144,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2013,31046,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2014,50861,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2015,56807,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2016,74421,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2017,71385,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2018,97276,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2019,98343,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2020,62972,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HR,2021,8904,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2013,25769,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2014,30219,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2015,32271,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2016,34700,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2017,37039,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2018,32655,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2019,32299,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2020,31606,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,HU,2021,27065,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2013,54428,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2014,61917,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2015,92436,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2016,105257,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2017,87644,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2018,70743,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2019,59884,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2020,41688,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IE,2021,40292,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IS,2017,11091,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IS,2018,8219,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IS,2019,4253,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IS,2020,2327,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IS,2021,2584,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2013,707641,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2014,757895,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2015,887074,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2016,1058886,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2017,1130434,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2018,1000494,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2019,793367,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2020,505406,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,IT,2021,403271,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2013,858,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2014,800,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2015,937,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2016,985,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2017,849,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2018,644,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2019,663,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2020,422,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LI,2021,355,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2013,110402,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2014,100310,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2015,97813,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2016,100495,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2017,110328,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2018,110072,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2019,94151,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2020,7042,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LT,2021,4706,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LU,2020,18152,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LU,2021,14594,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2014,7029,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2015,6923,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2016,7287,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2017,7446,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2018,6807,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2019,6893,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2020,4870,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,LV,2021,3923,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ME,2016,1288,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ME,2017,1662,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ME,2018,1599,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,ME,2019,1164,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2013,5267,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2014,5768,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2015,2712,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2016,2603,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2017,2616,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2018,2412,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2019,2088,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2020,1062,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,MT,2021,595,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2013,103557,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2014,105014,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2015,129768,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2016,72355,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2017,72265,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2018,56996,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2019,32685,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2020,12963,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NL,2021,6920,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2013,83067,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2014,76478,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2015,76985,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2016,53516,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2017,44498,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2018,34305,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2019,28398,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2020,19709,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,NO,2021,11972,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2013,468097,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2014,470967,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2015,481006,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2016,530548,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2017,500112,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2018,536800,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2019,498613,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2020,413508,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PL,2021,416853,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PT,2017,139241,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PT,2018,124059,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PT,2019,91437,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PT,2020,51887,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,PT,2021,38051,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2013,31501,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2014,39797,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2015,44904,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2016,48696,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2017,54178,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2018,53618,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2019,44078,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2020,34963,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RO,2021,24057,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RS,2020,7737,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,RS,2021,6140,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2013,176485,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2014,188998,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2015,207091,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2016,202383,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2017,192191,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2018,138666,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2019,123708,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2020,67981,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SE,2021,53988,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2013,28016,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2014,29763,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2015,31031,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2016,32589,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2017,32410,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2018,23877,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2019,21499,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2020,16918,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,SI,2021,11743,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2013,383904,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2014,364242,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2015,462191,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2016,460829,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2017,457069,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2018,320452,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2019,211961,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,TR,2020,247626,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,UK,2015,1257152,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,UK,2016,1264307,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,UK,2017,1049086,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,UK,2018,736172,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,UK,2021,223460,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,XK,2017,16568,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,XK,2018,7714,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,XK,2019,22587,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE,XK,2021,24300,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AL,2019,33041,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AL,2020,32906,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AL,2021,42736,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2013,180901,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2014,172381,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2015,179822,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2016,188820,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2017,175458,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2018,140111,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2019,126311,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2020,90909,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,AT,2021,58263,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BA,2017,43669,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BA,2018,55193,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BA,2019,4674,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BA,2020,3473,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BA,2021,3363,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2013,318951,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2014,303212,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2015,303345,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2016,284352,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2017,258956,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2018,201023,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2019,173704,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2020,137015,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,BE,2021,82566,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2013,118801,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2014,116590,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2015,131679,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2016,129819,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2017,118518,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2018,95042,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2019,85267,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2020,58987,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CH,2021,41464,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,DIE_X_HYB,CY,2013,1255,
